miete;mieteqm;flaeche;bjahr;bad;kueche;bezv;lage;zh
950.1;1.202.658;79;1956;0;0;1832;1;1
540.2;1.125.417;48;1960;0;0;1363;1;1
814.9;1.253.692;65;1967;0;0;822;1;1
1293.6;17.248;75;1918;0;0;944;2;1
713.2;1.876.842;38;1959;0;0;951;1;1
556.5;1.636.765;34;1918;0;0;943;2;0
356.3;8.907.499;40;1918;0;0;962;1;1
829.2;1.405.424;59;1918;0;1;816;1;1
876.5;1.348.462;65;1960;0;0;951;1;1
661.5;118.125;56;1967;0;0;1406;1;1
1637.2;1.839.551;89;1983;0;0;413;2;1
704;6.458.715;109;1929;0;0;914;2;1
678.7;6.787;100;1939;0;0;522;1;1
1066.7;1.403.553;76;1929;1;0;1812;1;1
523.9;1.637.188;32;1967;0;0;1812;1;1
1596.9;162.949;98;1955;0;0;927;1;1
1064.4;1.023.462;104;1929;0;0;912;3;1
1280.9;1.164.455;110;1918;0;0;925;3;1
442.8;9.421.276;47;1924;0;0;916;1;1
1947;1.431.618;136;1918;0;0;412;2;1
894.1;1.354.697;66;1964;0;0;1132;1;1
1036.2;1.439.167;72;1954;0;0;961;2;1
644.7;7.163.333;90;1918;0;0;411;2;0
662.5;1.540.698;43;1965;0;0;1241;2;1
614.8;192.125;32;1957.5;0;0;1243;2;1
660;1.885.714;35;1994.5;0;0;1924;1;1
1137.3;1.624.714;70;1987;0;0;1515;1;1
1140.4;1.213.192;94;1918;1;0;543;2;1
980.3;1.633.833;60;1929;0;0;624;1;1
969;1.384.286;70;1918;0;0;532;2;1
983;1.129.885;87;1918;0;0;413;2;1
554.6;7.020.253;79;1972;0;0;1321;1;1
772.3;1.152.687;67;1985;0;0;1346;2;1
695.4;1.931.667;36;1959;0;0;232;2;1
622.6;8.647.222;72;1953;0;0;522;2;0
979.2;14. Apr;68;1979;0;0;1611;1;1
761.2;13.84;55;1929;0;0;1514;1;1
670.8;1.156.552;58;1957.5;0;0;1641;1;1
1559;2.078.667;75;1935;0;0;1402;1;1
816.6;9.721.428;84;1918;0;0;532;2;0
795;1.419.643;56;1971;0;0;1402;1;1
1271.1;1.741.233;73;1971;0;0;1642;1;1
1110;1.913.793;58;1984;0;0;1401;1;1
652.1;1.716.053;38;1972;0;1;422;1;1
464;6.444.445;72;1957.5;0;0;350;2;0
580.5;8.413.043;69;1957.5;0;0;381;2;1
802.4;872.174;92;1957.5;0;0;152;1;1
1128.6;1.446.923;78;1957.5;0;0;152;2;1
978.2;13. Apr;73;1957.5;0;0;153;2;1
999.8;1.149.195;87;1971;0;0;1012;1;1
593;1.078.182;55;1936;0;0;2524;1;1
607.9;8.214.865;74;1955;0;0;963;1;1
852.5;9.266.304;92;1972;0;0;2514;1;1
754.9;1.755.581;43;1939;0;0;411;2;1
826.6;1.252.424;66;1918;0;0;261;1;1
978.8;9.233.962;106;1918;0;0;941;2;1
907.8;1.080.714;84;1962;0;0;951;1;1
1127.8;9.892.982;114;1929;0;0;914;1;1
681.2;8.622.785;79;1972;0;0;2514;1;1
712.8;1.875.789;38;1988;0;0;2524;1;1
393.9;9.378.572;42;1952;0;0;623;1;0
425.7;7.215.254;59;1918;0;0;623;1;0
630.2;6.776.344;93;1939;0;0;611;1;0
933.7;2.122.046;44;1939;0;0;623;1;1
612.4;5.888.462;104;1918;0;0;623;1;1
722.9;1.204.833;60;1957.5;0;0;624;1;1
888.8;16.16;55;1918;0;0;623;1;0
1114.8;1.527.123;73;1961;0;0;611;1;1
307.6;4.394.286;70;1931;0;0;623;1;0
498.4;1.510.303;33;1972;0;0;723;1;1
1013.6;14.48;70;1964;0;0;712;2;1
672.6;1.019.091;66;1965;0;0;611;2;1
662.7;1.162.632;57;1964;0;0;711;2;1
466.6;1.794.615;26;1962;0;0;2135;1;1
624.2;1.783.429;35;1972;0;0;2131;1;1
586.9;1.397.381;42;1957.5;0;0;1025;1;1
731.7;1.330.364;55;1918;0;0;925;3;1
815.1;1.181.304;69;1965;0;0;1122;1;1
876.9;9.964.773;88;1957;0;0;424;1;1
730.5;1.328.182;55;1971;0;0;1025;1;1
775.4;1.192.923;65;1960;0;0;1132;1;1
1180.5;1.513.461;78;1955;0;0;426;2;1
1597;199.625;80;1954;1;0;426;2;1
1067.8;9.887.037;108;1924;0;0;1243;2;1
597.1;1.990.333;30;1972;0;0;2134;2;1
332;772.093;43;1918;0;0;2526;1;0
407.8;50.975;80;1929;0;0;2513;1;0
612.3;9.004.412;68;1918;0;0;1811;1;0
1130.3;1.255.889;90;1963;0;0;1811;1;1
1576.2;1.713.261;92;1966;0;0;1822;1;1
1219.3;1.244.184;98;1962;1;0;1812;1;1
1008.3;1.902.453;53;1983;0;0;1851;3;1
774.6;1.312.881;59;1968;0;0;1852;2;1
714.3;178.575;40;1958;0;0;1841;1;1
1057.5;1.626.923;65;1939;0;0;1831;2;1
1152.9;23.058;50;1990;0;0;1634;2;1
688.1;1.600.233;43;1983;0;0;1646;1;1
696.7;1.990.571;35;1970;0;0;2033;1;1
574;1.551.351;37;1968;0;0;1404;1;1
951;1.219.231;78;1968;0;0;1641;1;1
1002.4;8.567.522;117;1957.5;0;0;360;2;1
1245.3;1.132.091;110;1929;0;0;360;2;0
776.5;1.617.708;48;1957.5;0;0;372;2;1
2302;1.534.667;150;1918;1;0;372;2;1
568.6;6.461.363;88;1929;0;0;822;1;1
670.9;1.242.407;54;1956;0;0;2513;1;1
576.4;1.087.547;53;1963;0;0;2522;1;1
859.4;1.591.481;54;1967;0;0;2526;2;1
1184.2;1.622.192;73;1939;0;0;926;2;1
1390.9;1.675.783;83;1935;0;0;925;2;1
710.4;1.869.474;38;1971;0;0;426;2;1
528.5;765.942;69;1955;0;0;2523;2;1
628.1;1.460.698;43;1956;0;0;1812;2;1
853.1;1.640.577;52;1929;0;0;816;1;1
1324.7;1.892.429;70;1984;0;0;372;2;1
785.6;8.447.311;93;1918;0;0;274;2;0
897.1;1.661.296;54;1957.5;0;0;350;2;1
691.4;7.856.819;88;1934;0;0;1372;2;1
1593.6;19. Feb;83;1986;0;1;2135;2;1
1372.6;1.906.389;72;1972;0;0;1114;1;1
543.3;18. Nov;30;1973;0;0;2024;1;1
1018.8;14.15;72;1972;1;0;1333;2;1
1530.3;2.096.301;73;1972;0;0;2033;2;1
1522;1.383.636;110;1983;0;0;532;2;1
575.5;1.743.939;33;1962;0;0;1122;1;1
1069.2;1.843.448;58;1962;0;0;1122;1;1
1165.1;1.456.375;80;1972;0;0;350;2;1
645.8;9.095.775;71;1972;0;0;1132;1;1
415.8;5.471.053;76;1918;0;0;561;2;0
544.7;136.175;40;1962;0;0;2513;1;1
541.1;1.803.666;30;1958;0;0;2525;2;1
740.2;2.313.125;32;1972;0;0;1942;1;1
709.9;1.448.776;49;1994;0;0;1934;2;1
1039.9;1.237.976;84;1970;0;0;1363;1;1
898;1.632.727;55;1962;0;0;1406;1;1
643.1;2.796.087;23;1973;0;0;1401;1;1
609.2;1.171.538;52;1968;0;0;1641;1;1
1002.9;9.551.429;105;1918;0;0;252;1;1
1227.3;834.898;147;1918;0;0;623;1;0
1285.6;1.117.913;115;1929;0;0;913;2;1
1251.1;1.489.405;84;1986;0;0;611;1;1
926.4;1.654.286;56;1973;0;1;711;1;1
763;1.412.963;54;1962;0;0;724;2;1
368.7;4.726.923;78;1939;0;0;611;1;1
503.6;1.071.489;47;1959;0;0;723;1;1
685.3;Sep 79;70;1957.5;0;0;1615;2;1
624.9;1.136.182;55;1962;0;0;1406;1;1
569.7;1.074.906;53;1968;0;0;1641;1;1
1571.4;16. Feb;97;1994.5;0;0;1406;1;1
809.6;10. Dez;80;1963;0;0;1402;1;1
672.7;1.121.167;60;1983;0;0;1644;1;1
792.2;1.218.769;65;1963;0;0;563;2;1
874.5;1.433.607;61;1954;0;0;1821;1;1
1675.1;2.233.467;75;1993;0;1;1407;2;1
819.4;1.672.245;49;1983;0;0;1642;2;1
1322.2;2.034.154;65;1993;0;1;1312;1;1
867.7;1.084.625;80;1973;0;0;2024;1;1
1225.8;2.357.308;52;1994;0;0;1653;2;1
777.5;1.495.192;52;1957.5;0;0;415;2;1
674.8;1.569.302;43;1955;0;0;414;2;1
872.5;202.907;43;1971;0;0;415;2;1
902.4;12.032;75;1957.5;0;0;415;2;1
1776.9;1.110.563;160;1918;0;0;1243;2;1
487.4;1.282.632;38;1962;0;0;2522;1;1
795.5;21. Mai;37;1959;0;0;350;2;1
971.8;1.735.357;56;1918;0;0;1912;2;1
572.4;894.375;64;1952;0;0;1921;1;1
940.1;1.649.298;57;1986;0;0;2024;1;1
1024.2;128.025;80;1918;0;0;734;1;1
460.3;7.671.667;60;1954;0;0;734;1;1
207.5;6.916.667;30;1918;0;0;2025;2;0
1213.1;216.625;56;1973;0;0;734;2;1
1085.7;18.095;60;1983;0;0;1911;1;1
867.5;1.239.286;70;1968;0;0;1942;1;1
673.4;09. Jan;74;1968;0;0;1921;1;1
915.4;2.128.837;43;1983;0;0;1924;1;1
1062;1.117.895;95;1964;0;0;1342;1;1
1300.8;2.408.889;54;1966;0;0;1541;1;1
1034.7;1.309.747;79;1972;0;0;2033;2;1
1043;9.657.408;108;1957.5;0;0;2121;1;1
727.3;Okt 39;70;1929;0;0;1924;1;1
585.5;1.829.688;32;1974;0;0;1921;1;1
860.4;Sep 56;90;1961;0;0;432;1;1
392.4;7.848;50;1918;0;0;611;1;0
1687.5;16.875;100;1968;0;0;1955;3;1
1548.5;15.485;100;1918;0;0;153;2;1
1461.6;1.491.429;98;1955;0;0;163;1;1
1105.8;1.176.383;94;1918;0;0;153;2;1
909.7;1.337.794;68;1973;0;0;2221;1;1
1333.6;2.222.667;60;1994.5;0;0;2221;1;1
1034.4;1.231.429;84;1973;0;0;2221;1;1
808;1.154.286;70;1971;1;0;2221;1;1
796.9;1.062.533;75;1968;0;0;2221;1;1
506.8;1.747.586;29;1967;0;0;711;1;1
1016.1;8.835.652;115;1918;0;0;624;1;0
297.1;6.752.273;44;1924;0;0;2522;1;0
1188.5;2.122.322;56;1979;0;0;2024;1;1
812;1.082.667;75;1957.5;0;0;623;1;1
1451.5;1.770.122;82;1977;0;0;415;2;1
380.6;2.973.438;128;1918;0;0;414;2;0
981.1;1.226.375;80;1960;0;0;1516;1;1
395.7;9.651.219;41;1955;0;0;1363;1;1
535.1;8.918.333;60;1939;0;0;541;2;1
370.5;6.861.111;54;1929;0;0;816;1;1
446.6;1.440.645;31;1959;0;0;1243;2;1
966.4;1.610.667;60;1918;0;0;822;1;1
1251;1.116.964;112;1918;1;0;1244;2;1
911.6;1.321.159;69;1972;0;0;1133;1;1
738.5;1.538.542;48;1953;0;0;1236;1;1
933.7;6.865.441;136;1918;0;0;372;2;1
455.1;15.17;30;1959;0;0;133;2;1
734.3;917.875;80;1918;0;0;242;1;1
1000.3;1.538.923;65;1929;0;0;210;2;0
614;8.186.666;75;1957.5;0;0;231;2;0
1061.4;1.711.936;62;1989;0;0;423;1;1
881.9;1.729.216;51;1929;1;0;1833;1;1
974.5;1.651.695;59;1918;0;1;563;1;1
399.1;5.869.118;68;1957.5;0;0;1712;1;1
531.9;1.131.702;47;1932;0;0;1812;1;1
1249.1;1.784.429;70;1961;0;0;2528;1;1
554.4;16. Aug;33;1963;0;0;1621;1;1
1019.2;1.477.101;69;1967;0;0;1934;1;1
890.6;1.535.517;58;1939;0;0;232;2;1
885.4;1.581.071;56;1970;0;0;1812;1;1
856.8;1.748.571;49;1918;0;0;1811;1;1
1082.6;9.252.992;117;1957.5;0;0;374;2;1
752.5;8.091.398;93;1989;0;0;331;2;1
849.9;1.465.345;58;1939;0;0;411;2;1
1036.8;1.595.077;65;1982;0;1;731;2;1
991;1.479.105;67;1918;0;0;912;3;1
565.2;15. Jul;36;1970;0;0;734;2;1
829.3;1.626.078;51;1971;0;0;734;1;1
1099.2;1.526.667;72;1959;0;0;1833;1;1
598;8.925.373;67;1962;0;0;1832;2;1
887.5;2.335.526;38;1956;0;0;623;1;1
303.4;5.417.857;56;1930;0;0;1615;2;0
592.6;1.077.454;55;1918;0;0;242;2;1
260.1;Aug 67;30;1918;0;0;561;2;1
1234.1;1.623.816;76;1918;0;0;543;1;1
1941.2;1.764.727;110;1929;0;0;232;2;1
546.6;7.808.571;70;1918;0;0;372;2;0
1161;1.196.907;97;1973;0;0;2024;1;1
764.3;955.375;80;1929;0;0;261;1;1
848.3;1.413.833;60;1968;0;0;1112;1;1
922.3;1.280.972;72;1965;0;0;1911;1;1
2960;2.349.206;126;1996;1;0;1334;2;1
896.2;1.378.769;65;1936;0;0;372;3;1
1019;1.358.667;75;1974;0;0;1533;2;1
860.4;1.410.492;61;1967;0;0;1341;1;1
542.9;1.131.042;48;1972;0;0;1345;1;1
1201.3;24.026;50;1989;0;0;1515;1;1
592.9;21.175;28;1974;0;0;1512;1;1
784.6;1.426.545;55;1939;0;0;1516;1;1
245.7;2.233.636;110;1918;0;0;210;2;0
1456.3;211.058;69;1997;0;0;1013;1;1
912.4;1.099.277;83;1957.5;0;0;1025;1;1
1018;1.170.115;87;1971;0;0;1012;1;1
1371.1;1.142.583;120;1957.5;0;0;412;2;1
542.3;10.846;50;1963;0;0;1122;1;1
538.5;1.170.652;46;1957.5;0;0;413;2;1
706;1.307.407;54;1957;0;0;1241;1;1
595;14.875;40;1971;0;0;1012;1;1
1164.7;1.354.302;86;1972;0;0;425;2;1
715.9;178.975;40;1964;0;0;424;1;1
488.1;8.874.545;55;1939;0;1;425;2;1
426;Aug 52;50;1957.5;0;0;350;2;1
984.2;1.366.945;72;1959;0;0;422;1;1
462.3;23.115;20;1967;0;0;822;1;1
107.1;3.346.875;32;1961;0;0;2524;1;1
747.4;8.897.619;84;1972;0;0;2522;2;1
2098.1;1.840.439;114;1931;1;1;1853;2;1
1466.3;1.629.222;90;1971;0;0;1723;1;1
1648.7;2.322.113;71;1994;0;0;1651;2;1
1162;1.066.055;109;1918;0;0;151;2;1
596.6;9.943.333;60;1929;0;0;383;2;0
550.1;8.872.581;62;1918;0;0;2526;1;1
555.4;1.133.469;49;1957.5;0;0;522;1;1
684;106.875;64;1957;0;0;2523;1;1
1005.6;1.396.667;72;1965;1;0;2221;1;1
999.6;1.350.811;74;1971;0;0;2529;2;1
735.1;1.185.645;62;1994.5;0;0;2132;1;1
746.9;16.975;44;1970;0;0;2134;1;1
564.8;1.613.714;35;1966;0;0;2526;2;1
864.4;118.411;73;1918;0;1;2131;1;0
613.6;9.739.682;63;1939;0;0;2135;2;1
849.7;1.249.559;68;1972;0;0;2135;2;1
1161.1;1.548.133;75;1918;0;0;2134;2;1
1097.1;18.285;60;1957.5;0;0;360;2;1
584;23.36;25;1957.5;1;0;372;2;1
2214.9;19.26;115;1968;1;0;925;3;1
500;9.259.259;54;1950;0;0;926;2;0
1075.1;1.628.939;66;1957.5;0;0;2526;1;1
527.7;1.014.808;52;1960;0;0;133;2;1
963.5;19.27;50;1929;0;0;210;2;0
607.4;9.490.625;64;1957.5;0;0;321;2;0
1262.8;1.618.974;78;1984;0;0;321;2;1
632.6;2.108.667;30;1957.5;0;0;372;2;1
394.4;1.095.555;36;1972;0;0;1342;1;1
1509.8;2.253.433;67;1993;0;1;1312;1;1
1123;181.129;62;1984;0;0;1712;1;1
911.8;18.236;50;1982;0;0;1634;2;1
216.9;3.442.857;63;1938;0;0;1622;1;0
938.6;1.188.101;79;1968;0;0;1641;1;1
1004.9;1.674.833;60;1983;0;0;1611;1;1
866.9;1.097.342;79;1918;0;0;1262;2;1
1090.9;8.391.539;130;1957.5;1;0;282;1;1
337.7;7.853.488;43;1918;0;0;813;2;1
1144.9;1.315.977;87;1957.5;0;0;412;2;1
555.6;9.259.999;60;1918;0;0;623;1;0
693.4;7.970.115;87;1918;0;0;541;2;0
869.6;1.035.238;84;1968;0;0;1342;1;1
779.5;1.237.302;63;1994.5;0;0;1321;1;1
1309.7;9.355;140;1918;0;0;521;2;1
970.1;1.293.467;75;1957.5;0;0;372;2;1
337.6;4.624.658;73;1953;0;0;360;2;1
718.6;1.026.571;70;1957.5;0;0;360;2;1
1172.2;1.831.562;64;1960;0;0;943;2;1
870;1.977.273;44;1973;0;0;711;1;1
839.3;149.875;56;1918;0;0;423;2;0
863.7;5.758;150;1954;0;0;381;2;1
868.8;6.532.331;133;1918;1;0;152;2;1
1359.7;2.266.166;60;1918;0;0;413;2;1
965.8;1.485.846;65;1960;0;0;411;2;1
525.2;1.591.515;33;1994;0;0;2211;1;1
813.8;9.688.095;84;1957;0;0;1371;1;1
858.6;1.100.769;78;1929;0;0;1011;1;1
727.6;7.424.489;98;1924;0;0;816;1;1
628.9;1.283.469;49;1972;0;0;1934;1;1
1606.7;1.460.636;110;1979;0;0;1957;1;1
1201.4;2.310.385;52;1983;0;0;1927;2;1
1590.7;252.492;63;1991;0;0;623;1;1
1157.9;1.543.867;75;1957.5;0;0;822;1;1
294.6;4.208.571;70;1957.5;0;0;350;2;0
776.9;1.294.833;60;1957.5;0;0;350;2;1
1181.2;1.687.428;70;1929;0;0;822;1;1
712.4;1.017.714;70;1918;0;0;252;1;1
1347.9;1.684.875;80;1957.5;0;0;1241;2;1
461.7;7.960.345;58;1959;0;0;1242;2;1
901.3;1.072.976;84;1957.5;0;0;1312;1;1
597.6;6.790.909;88;1957.5;0;0;1242;2;0
1313.6;1.459.556;90;1918;0;0;914;1;1
883.3;1.051.548;84;1965;0;1;1635;1;1
929.6;1.575.593;59;1984;0;0;1634;1;1
702.6;132.566;53;1937;0;0;1243;2;1
680.3;1.062.969;64;1960;0;0;1402;1;1
726;1.251.724;58;1963;0;0;1025;1;1
865.2;21.63;40;1957.5;0;0;1022;1;1
1284.4;1.625.823;79;1972;1;0;2322;1;1
743.3;1.238.833;60;1937;0;0;2524;1;1
267.5;7.430.555;36;1938;0;0;2222;1;0
976.8;17.76;55;1971;0;0;1654;2;1
1139.6;1.964.828;58;1993;0;0;1853;2;1
772.6;1.796.744;43;1983;0;0;1641;1;1
1785.5;1.940.761;92;1989;0;0;1313;1;1
809.2;1.419.649;57;1972;1;0;1345;1;1
824.9;1.099.867;75;1967;0;0;1342;1;1
988;19.76;50;1969;0;0;1406;1;1
697.5;9.964.286;70;1965;0;0;1833;1;1
732;100.274;73;1994.5;0;0;2528;1;1
969.4;158.918;61;1961;0;0;925;3;1
1172.6;1.116.762;105;1918;0;0;531;2;1
750.4;1.154.462;65;1954;0;0;1372;2;1
1061.9;1.397.237;76;1955;0;0;1371;1;1
1854.4;2.131.494;87;1918;1;0;122;2;1
854.7;Aug 14;105;1957.5;0;0;210;2;0
1895.5;220.407;86;1995;1;0;926;2;1
421.3;8.101.923;52;1918;0;0;816;1;1
755.4;1.716.818;44;1995;0;0;711;2;1
608.5;1.843.939;33;1959;0;0;1822;1;1
342.5;17.125;20;1956;0;0;1812;1;1
954.9;19.098;50;1962;0;0;1712;1;1
840.3;11.204;75;1968;0;0;922;2;1
742.2;1.349.455;55;1957.5;0;0;943;2;1
880.5;9.171.875;96;1969;0;0;951;2;1
267.2;4.380.328;61;1929;0;0;1402;1;0
1022.7;12.175;84;1918;0;0;543;1;0
874.4;1.860.426;47;1984;0;0;714;1;1
912.4;1.495.738;61;1991;0;0;713;1;1
2372.6;2.156.909;110;1992;1;0;624;1;1
1127.8;1.063.962;106;1970;1;0;713;1;1
503.9;1.679.667;30;1971;0;0;713;1;1
476.7;8.363.158;57;1924;0;0;713;1;0
822.5;1.678.572;49;1950;0;0;612;1;1
642.9;1.890.882;34;1972;0;0;1541;2;1
1268.6;158.575;80;1966;0;0;1345;1;1
1257.4;2.095.667;60;1991;0;0;1543;2;1
1550.3;1.987.564;78;1995;0;0;1544;2;1
832.4;1.053.671;79;1972;0;0;1345;1;1
1118;1.746.875;64;1977;0;0;1931;2;1
1083.2;1.388.718;78;1973;0;0;1952;2;1
404.5;1.264.063;32;1964;0;0;1833;1;1
733.6;Okt 48;70;1968;0;0;1942;1;1
734.4;1.266.207;58;1972;0;0;424;1;1
439.6;137.375;32;1965;0;0;424;1;1
926.2;1.747.547;53;1931;1;0;1236;1;1
552.2;8.241.791;67;1939;0;0;1242;2;1
1642.3;1.579.135;104;1984;0;0;1235;2;1
797.3;1.449.636;55;1918;0;0;1281;1;1
742.6;117.873;63;1956;0;0;425;2;1
941.1;2.688.857;35;1973;0;0;1133;1;1
463.6;1.783.077;26;1973;0;0;734;2;1
856.7;1.223.857;70;1963;0;0;1133;1;1
623.5;Okt 75;58;1994.5;0;0;1213;1;1
570.5;9.201.612;62;1960;0;0;1132;1;1
847.2;1.435.932;59;1972;0;0;814;1;1
978.7;1.846.604;53;1983;0;0;822;1;1
991.4;1.457.941;68;1961;0;0;1133;1;1
966.3;1.360.986;71;1967;0;0;1123;1;1
426.2;1.853.044;23;1970;0;0;1123;1;1
1125.5;1.631.159;69;1975;0;0;1131;1;1
435.5;9.265.958;47;1924;0;0;2135;2;1
1032.4;17. Aug;58;1985;0;1;2131;1;1
1070.9;7.704.317;139;1929;0;0;812;1;1
790.9;1.387.544;57;1957.5;0;1;822;1;1
349;5.057.971;69;1918;0;0;814;1;1
994.5;1.604.032;62;1974;0;0;1545;2;1
666.6;1.960.588;34;1993;0;0;1541;1;1
871.6;2.490.286;35;1979;0;0;1401;1;1
456.8;1.691.852;27;1956;0;0;1363;1;1
963.7;1.268.026;76;1965;0;0;713;1;1
533.7;9.201.724;58;1964;0;0;713;1;1
876.1;1.484.915;59;1984;0;0;1013;1;1
899.9;1.168.701;77;1918;0;0;532;2;1
1010.7;16.845;60;1918;0;0;543;2;0
414.8;8.641.666;48;1918;0;0;531;2;1
289.1;51.625;56;1929;0;0;551;1;0
729;8.284.091;88;1918;0;0;413;2;0
900.9;18.018;50;1961;0;0;411;2;1
1034.3;1.055.408;98;1972;0;0;426;2;1
793.2;1.166.471;68;1957.5;0;0;412;2;0
656;1.261.539;52;1971;0;0;734;1;1
693.9;9.912.857;70;1962;0;0;1635;1;1
1011.3;1.424.366;71;1962;0;0;1133;1;1
588.2;103.193;57;1939;0;0;1015;1;0
906.9;1.092.651;83;1929;0;0;350;2;1
726.7;181.675;40;1952;1;0;413;2;1
1076.1;147.411;73;1959;0;0;321;1;1
1183.2;104.708;113;1918;0;0;162;2;0
2264.6;1.415.375;160;1918;1;0;153;2;1
751;1.317.544;57;1957.5;0;0;153;2;0
450.6;6.346.479;71;1956;0;0;163;3;1
583.4;1.666.857;35;1939;0;0;372;2;1
1366.9;1.798.553;76;1989;0;0;1321;1;1
621.3;155.325;40;1970;0;0;2022;2;1
826.9;1.621.373;51;1973;0;0;2022;2;1
1115.6;1.186.808;94;1973;0;0;2024;1;1
686.7;122.625;56;1961;0;0;713;1;1
1352;1.099.187;123;1929;0;0;913;2;1
569.7;47.475;120;1918;0;0;210;2;0
889.9;1.072.169;83;1954;0;0;1371;1;1
703.6;1.353.077;52;1961;0;0;531;2;1
660.4;1.031.875;64;1959;0;0;541;2;1
1089.7;1.945.893;56;1990;1;0;1954;3;1
411.3;6.231.818;66;1918;0;0;411;2;0
598.2;19.94;30;1971;0;0;411;2;1
913.1;1.863.469;49;1964;0;0;1025;1;1
506.7;5.223.711;97;1971;0;0;2515;2;1
110.5;27.625;40;1918;0;0;210;2;0
876.8;123.493;71;1962;0;0;711;1;1
1042.7;1.797.758;58;1968;0;1;2515;1;1
873.6;1.284.706;68;1959;0;0;623;1;1
473.9;1.053.111;45;1918;0;0;914;2;1
717;1.103.077;65;1966;0;0;711;2;1
700.7;15.925;44;1972;0;0;252;1;1
681.3;170.325;40;1972;0;0;712;1;1
1019.1;1.061.562;96;1991;0;0;1541;2;1
756.9;1.428.113;53;1974;0;0;1541;2;1
525.5;8.906.779;59;1942;0;0;1375;1;1
1400;1.794.872;78;1929;0;0;541;2;1
744.8;21.28;35;1957.5;0;0;1531;2;1
1284;1.916.418;67;1984;0;0;531;2;1
1127.3;170.803;66;1979;0;0;231;2;1
1119.7;1.577.042;71;1983;0;0;1408;2;1
717.3;8.747.561;82;1941;0;0;734;1;1
558.3;1.642.059;34;1974;0;0;1912;1;1
1564.6;1.757.977;89;1984;0;1;714;1;1
605.2;6.877.273;88;1957.5;1;0;2121;1;1
685.7;1.458.936;47;1964;0;0;2011;1;1
1474.2;20.475;72;1918;0;1;961;2;1
1016.8;1.452.571;70;1994.5;0;0;2512;1;1
848.9;1.195.634;71;1967;0;0;2221;1;1
677.7;94.125;72;1970;0;0;2011;1;1
645.7;1.008.906;64;1963;0;0;1406;1;1
423.1;6.715.873;63;1924;0;0;734;1;1
808.5;1.720.213;47;1986;0;0;2024;1;1
642.7;1.530.238;42;1973;0;0;2024;1;1
725.4;1.066.765;68;1972;0;0;2234;1;1
768.9;2.196.857;35;1957.5;0;0;563;1;0
572.6;7.436.363;77;1918;0;0;531;2;0
737.9;1.250.678;59;1964;0;0;543;2;1
808.8;8.169.697;99;1918;0;0;543;2;1
1134.6;1.772.812;64;1971;0;0;413;2;1
716.7;1.214.746;59;1957.5;0;0;350;2;1
549.2;2.112.308;26;1953;0;0;360;2;1
992.8;1.256.709;79;1957.5;0;0;413;2;1
527.3;1.352.051;39;1957.5;0;0;413;2;1
1265.9;2.041.774;62;1957.5;0;0;413;2;1
963;1.632.203;59;1956;0;0;424;1;1
1188.3;1.916.613;62;1983;0;0;425;2;1
607.8;1.030.169;59;1955;0;0;1122;1;0
1200.4;1.765.294;68;1960;0;0;1013;1;1
528.3;6.687.342;79;1971;0;0;1012;1;1
1145.8;1.548.378;74;1971;0;0;1012;1;1
1221;1.489.024;82;1963;0;0;1013;1;1
810.9;9.769.879;83;1918;0;0;532;1;1
1688;1.638.835;103;1918;1;0;531;2;1
1172.3;1.698.986;69;1970;1;0;1363;1;1
1577.1;1.971.375;80;1982;0;0;1532;2;1
599.6;1.577.895;38;1983;0;0;1375;1;1
476;17;28;1960;0;0;922;2;1
1464;2.091.429;70;1918;0;1;532;2;1
1678.4;16.784;100;1918;0;0;532;1;1
579.9;7.340.507;79;1957.5;0;0;1013;1;1
484.7;6.731.945;72;1974;0;0;1015;1;1
624.9;9.764.063;64;1964;0;0;1026;1;1
988.3;1.372.639;72;1957.5;0;0;713;1;1
769.7;208.027;37;1971;0;0;1012;1;1
534.2;1.907.857;28;1969;0;0;1112;1;1
989.9;7.556.489;131;1918;0;0;1372;2;0
288.1;72.025;40;1918;0;0;541;2;0
1195.2;1.707.429;70;1995;0;0;2234;1;1
597.3;1.531.538;39;1957.5;0;0;412;2;1
777;22. Feb;35;1971;0;0;432;1;1
347.9;9.663.889;36;1957.5;0;0;413;2;0
1123.6;1.422.278;79;1994.5;0;0;1112;1;1
1275.5;1.822.143;70;1957.5;0;0;113;2;1
1676.2;1.611.731;104;1961;0;0;521;1;1
706.3;1.038.676;68;1957.5;0;0;383;2;1
538.9;1.381.795;39;1962;0;0;2526;2;1
578;1.256.522;46;1970;0;0;724;1;1
911.1;1.320.435;69;1965;0;0;2514;1;1
820.5;9.767.858;84;1973;1;0;2515;1;1
726.6;14.532;50;1960;0;0;2524;2;1
676.6;2.114.375;32;1972;0;0;2525;2;1
575.6;2.131.852;27;1957.5;0;0;2513;1;1
1384.2;1.258.364;110;1929;0;0;912;3;1
1025.5;2.384.884;43;1975;1;0;372;2;1
535.9;8.373.438;64;1918;0;0;152;2;1
1056.8;1.488.451;71;1968;0;0;1641;1;1
708.6;1.816.923;39;1918;0;0;360;2;1
1018.4;2.121.667;48;1983;0;0;1821;1;1
1208.6;1.611.467;75;1957.5;0;0;1853;2;1
722.5;2.257.813;32;1965;0;0;1854;3;1
1067.2;1.546.667;69;1955;0;0;1712;1;1
2068.1;1.723.417;120;1918;1;0;152;2;1
741.3;1.176.667;63;1957.5;0;0;624;1;1
